classification,priority,theme,reason,required_change,file,line,class,member,kind,symbol,text
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,9,ArticleParticipantConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.ArticleParticipant,ArticleParticipant
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,11,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.Identificacion,Identificacion
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,12,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.Nombre,Nombre
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,13,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.Participacion,Participacion
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,14,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.ParticipantType,ParticipantType
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,15,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.Email,Email
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,16,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.Orcid,Orcid
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,17,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.Affiliation,Affiliation
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,18,ArticleParticipantConfiguration,Configure,property,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.ExternalAuthorId,ExternalAuthorId
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,19,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.IsPrimaryAuthor,IsPrimaryAuthor
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,21,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.Article,Article
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,22,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.Article.Participants,Participants
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,23,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.ArticleId,ArticleId
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,26,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.ArticleId,ArticleId
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,26,ArticleParticipantConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.Index,Index
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,3,(file),(namespace/import),namespace,tesisproject.backend.Data.Articles.Entities,using tesisproject.backend.Data.Articles.Entities;
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,7,FieldCatalogEntryConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.FieldCatalogEntry>,IEntityTypeConfiguration<FieldCatalogEntry>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,7,FieldCatalogEntryConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.FieldCatalogEntry,FieldCatalogEntry
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,9,FieldCatalogEntryConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.FieldCatalogEntry>,EntityTypeBuilder<FieldCatalogEntry>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,9,FieldCatalogEntryConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.FieldCatalogEntry,FieldCatalogEntry
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,28,DynamicFieldOptionConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.DynamicFieldOption>,IEntityTypeConfiguration<DynamicFieldOption>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,28,DynamicFieldOptionConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.DynamicFieldOption,DynamicFieldOption
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,30,DynamicFieldOptionConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.DynamicFieldOption>,EntityTypeBuilder<DynamicFieldOption>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,30,DynamicFieldOptionConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.DynamicFieldOption,DynamicFieldOption
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,44,FormDefinitionConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.FormDefinition>,IEntityTypeConfiguration<FormDefinition>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,44,FormDefinitionConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.FormDefinition,FormDefinition
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,46,FormDefinitionConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.FormDefinition>,EntityTypeBuilder<FormDefinition>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,46,FormDefinitionConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.FormDefinition,FormDefinition
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,57,FormFieldDefinitionConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.FormFieldDefinition>,IEntityTypeConfiguration<FormFieldDefinition>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,57,FormFieldDefinitionConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.FormFieldDefinition,FormFieldDefinition
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,59,FormFieldDefinitionConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.FormFieldDefinition>,EntityTypeBuilder<FormFieldDefinition>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,59,FormFieldDefinitionConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.FormFieldDefinition,FormFieldDefinition
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,77,DynamicFieldValueConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.DynamicFieldValue>,IEntityTypeConfiguration<DynamicFieldValue>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,77,DynamicFieldValueConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.DynamicFieldValue,DynamicFieldValue
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,79,DynamicFieldValueConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.DynamicFieldValue>,EntityTypeBuilder<DynamicFieldValue>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,79,DynamicFieldValueConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.DynamicFieldValue,DynamicFieldValue
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,97,ArticleParticipantDynamicFieldValueConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.ArticleParticipantDynamicFieldValue>,IEntityTypeConfiguration<ArticleParticipantDynamicFieldValue>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,97,ArticleParticipantDynamicFieldValueConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.ArticleParticipantDynamicFieldValue,ArticleParticipantDynamicFieldValue
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,99,ArticleParticipantDynamicFieldValueConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.ArticleParticipantDynamicFieldValue>,EntityTypeBuilder<ArticleParticipantDynamicFieldValue>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,99,ArticleParticipantDynamicFieldValueConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.ArticleParticipantDynamicFieldValue,ArticleParticipantDynamicFieldValue
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,102,ArticleParticipantDynamicFieldValueConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipantDynamicFieldValue.ArticleParticipantDynamicFieldValueId,ArticleParticipantDynamicFieldValueId
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,103,ArticleParticipantDynamicFieldValueConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipantDynamicFieldValue.ValueDecimal,ValueDecimal
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,105,ArticleParticipantDynamicFieldValueConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipantDynamicFieldValue.ArticleParticipant,ArticleParticipant
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,106,ArticleParticipantDynamicFieldValueConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipant.DynamicFieldValues,DynamicFieldValues
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,107,ArticleParticipantDynamicFieldValueConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipantDynamicFieldValue.ArticleParticipantId,ArticleParticipantId
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,110,ArticleParticipantDynamicFieldValueConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipantDynamicFieldValue.Field,Field
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,112,ArticleParticipantDynamicFieldValueConfiguration,Configure,dbset,tesisproject.backend.Data.Articles.Entities.ArticleParticipantDynamicFieldValue.FieldId,FieldId
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,101,ArticleParticipantDynamicFieldValueConfiguration,Configure,configuration-string,ArticleParticipantDynamicFieldValues,"""ArticleParticipantDynamicFieldValues"""
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,3,(file),(namespace/import),namespace,tesisproject.backend.Data.Articles.Entities,using tesisproject.backend.Data.Articles.Entities;
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,7,BroadFieldConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.BroadField>,IEntityTypeConfiguration<BroadField>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,7,BroadFieldConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.BroadField,BroadField
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,9,BroadFieldConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.BroadField>,EntityTypeBuilder<BroadField>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,9,BroadFieldConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.BroadField,BroadField
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,16,SpecificFieldConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.SpecificField>,IEntityTypeConfiguration<SpecificField>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,16,SpecificFieldConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.SpecificField,SpecificField
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,18,SpecificFieldConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.SpecificField>,EntityTypeBuilder<SpecificField>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,18,SpecificFieldConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.SpecificField,SpecificField
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,21,SpecificFieldConfiguration,Configure,property,tesisproject.backend.Data.Articles.Entities.SpecificField.Code,Code
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,28,SpecificFieldConfiguration,Configure,property,tesisproject.backend.Data.Articles.Entities.SpecificField.Code,Code
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,39,DetailedFieldConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.DetailedField>,IEntityTypeConfiguration<DetailedField>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,39,DetailedFieldConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.DetailedField,DetailedField
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,41,DetailedFieldConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.DetailedField>,EntityTypeBuilder<DetailedField>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,41,DetailedFieldConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.DetailedField,DetailedField
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,44,DetailedFieldConfiguration,Configure,property,tesisproject.backend.Data.Articles.Entities.DetailedField.Code,Code
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,51,DetailedFieldConfiguration,Configure,property,tesisproject.backend.Data.Articles.Entities.DetailedField.Code,Code
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,3,(file),(namespace/import),namespace,tesisproject.backend.Data.Articles.Entities,using tesisproject.backend.Data.Articles.Entities;
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,7,RegistrationMatrixConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.RegistrationMatrix>,IEntityTypeConfiguration<RegistrationMatrix>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,7,RegistrationMatrixConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.RegistrationMatrix,RegistrationMatrix
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,9,RegistrationMatrixConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.RegistrationMatrix>,EntityTypeBuilder<RegistrationMatrix>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,9,RegistrationMatrixConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.RegistrationMatrix,RegistrationMatrix
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,24,RegistrationMatrixColumnConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.RegistrationMatrixColumn>,IEntityTypeConfiguration<RegistrationMatrixColumn>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,24,RegistrationMatrixColumnConfiguration,(namespace/import),type,tesisproject.backend.Data.Articles.Entities.RegistrationMatrixColumn,RegistrationMatrixColumn
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,26,RegistrationMatrixColumnConfiguration,Configure,type,Microsoft.EntityFrameworkCore.Metadata.Builders.EntityTypeBuilder<tesisproject.backend.Data.Articles.Entities.RegistrationMatrixColumn>,EntityTypeBuilder<RegistrationMatrixColumn>
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,26,RegistrationMatrixColumnConfiguration,Configure,type,tesisproject.backend.Data.Articles.Entities.RegistrationMatrixColumn,RegistrationMatrixColumn
KEEP,P3,Infraestructura protegida,"Modelo, DI o DW fuera del alcance de esta fase.",Conservar; integrar DI y persistencia en una fase coordinada.,tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,36,RegistrationMatrixRowConfiguration,(namespace/import),type,Microsoft.EntityFrameworkCore.IEntityTypeConfiguration<tesisproject.backend.Data.Articles.Entities.RegistrationMatrixRow>,IEntityTypeConfiguration<RegistrationMatrixRow>
